"","X1","K_beta","Mean_C1","Mean_C2","N","N_C1","N_C2","N_Tail","pi_C1","pi_C2","pi_Tail","rcc_C1","rcc_C2","rcc_Tail","Scale_Tail","Shape_Tail","tail","Variance_C1","Variance_C2","coverage","K_B","K_BB","karyotype","sample","samplename","Mean_C3","N_C3","pi_C3","rcc_C3","Variance_C3","Mean_Tail","Variance_Tail","purity","ploidy","purity_conf_mad","wgd_status","wgd_uncertain"
"1861",1861,1,0.458737295081967,NA,244,244,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0347803349615358,NA,25,3,0,"1:0","369c06f2-8904-49cb-99d1-dd297ed0cd0c","369c06f2-8904-49cb-99d1-dd297ed0cd0c",NA,NA,NA,NA,NA,NA,NA,0.57,2.603,0.007,"wgd",FALSE
"1862",1862,1,0.26927291077917,NA,2477,2477,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00629057492624676,NA,46,1,0,"1:1","369c06f2-8904-49cb-99d1-dd297ed0cd0c","369c06f2-8904-49cb-99d1-dd297ed0cd0c",NA,NA,NA,NA,NA,NA,NA,0.57,2.603,0.007,"wgd",FALSE
"1863",1863,2,0.4593870747812,0.216665355750943,5649,344,5305,0,0.0599220397073125,0.940077960292688,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00320247464231104,0.00419293486354385,58,2,0,"2:1","369c06f2-8904-49cb-99d1-dd297ed0cd0c","369c06f2-8904-49cb-99d1-dd297ed0cd0c",NA,NA,NA,NA,NA,NA,NA,0.57,2.603,0.007,"wgd",FALSE
"1864",1864,1,0.314203438628198,NA,5211,5211,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0201235696825552,NA,45,2,0,"2:0","369c06f2-8904-49cb-99d1-dd297ed0cd0c","369c06f2-8904-49cb-99d1-dd297ed0cd0c",NA,NA,NA,NA,NA,NA,NA,0.57,2.603,0.007,"wgd",FALSE
"1865",1865,2,0.379158825388317,0.179005622115458,1644,124,1520,0,0.0719718065029606,0.928028193497039,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00228679701893024,0.00287931097145245,69,2,0,"2:2","369c06f2-8904-49cb-99d1-dd297ed0cd0c","369c06f2-8904-49cb-99d1-dd297ed0cd0c",NA,NA,NA,NA,NA,NA,NA,0.57,2.603,0.007,"wgd",FALSE
"1866",1866,1,0.224286602209945,NA,724,724,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00626990687851027,NA,44,1,0,"1:0","36d1a85e-a09b-4537-86e0-eaf1eb03aed8","36d1a85e-a09b-4537-86e0-eaf1eb03aed8",NA,NA,NA,NA,NA,NA,NA,0.381,2.041,0.001,"no_wgd",FALSE
"1867",1867,1,0.182184091824406,NA,2483,2483,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00383007275941483,NA,54,1,0,"1:1","36d1a85e-a09b-4537-86e0-eaf1eb03aed8","36d1a85e-a09b-4537-86e0-eaf1eb03aed8",NA,NA,NA,NA,NA,NA,NA,0.381,2.041,0.001,"no_wgd",FALSE
"1868",1868,2,0.327722933351958,0.15283530720903,1336,182,1154,0,0.141234959555956,0.858765040444044,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.0032560073443185,0.00249237268645609,64,2,0,"2:1","36d1a85e-a09b-4537-86e0-eaf1eb03aed8","36d1a85e-a09b-4537-86e0-eaf1eb03aed8",NA,NA,NA,NA,NA,NA,NA,0.381,2.041,0.001,"no_wgd",FALSE
"1869",1869,2,0.411225022266458,0.18537865733345,263,59,204,0,0.21803093785641,0.78196906214359,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00297057927259138,0.00427346573487349,53,2,0,"2:0","36d1a85e-a09b-4537-86e0-eaf1eb03aed8","36d1a85e-a09b-4537-86e0-eaf1eb03aed8",NA,NA,NA,NA,NA,NA,NA,0.381,2.041,0.001,"no_wgd",FALSE
"1870",1870,1,0.204408695652174,NA,46,46,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00879203470699433,NA,72,2,0,"2:2","36d1a85e-a09b-4537-86e0-eaf1eb03aed8","36d1a85e-a09b-4537-86e0-eaf1eb03aed8",NA,NA,NA,NA,NA,NA,NA,0.381,2.041,0.001,"no_wgd",FALSE
"1871",1871,1,0.37576214953271,NA,214,214,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0183643473991178,NA,17,1,0,"1:0","36d9c1aa-c623-11e3-bf01-24c6515278c0","36d9c1aa-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.41,3.237,0.029,"wgd",FALSE
"1872",1872,1,0.204549081536892,NA,839,839,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00511870061829917,NA,31,1,0,"1:1","36d9c1aa-c623-11e3-bf01-24c6515278c0","36d9c1aa-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.41,3.237,0.029,"wgd",FALSE
"1873",1873,1,0.222359515212014,NA,1873,1873,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00948609271591965,NA,38,2,0,"2:1","36d9c1aa-c623-11e3-bf01-24c6515278c0","36d9c1aa-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.41,3.237,0.029,"wgd",FALSE
"1874",1874,1,0.315368393782383,NA,193,193,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0196231747005289,NA,29,2,0,"2:0","36d9c1aa-c623-11e3-bf01-24c6515278c0","36d9c1aa-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.41,3.237,0.029,"wgd",FALSE
"1875",1875,1,0.226486494801485,NA,1857,1857,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00884907371350541,NA,41,2,0,"2:2","36d9c1aa-c623-11e3-bf01-24c6515278c0","36d9c1aa-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.41,3.237,0.029,"wgd",FALSE
"1876",1876,2,0.256184915917603,0.0819512365108853,213,191,22,0,0.89988656648106,0.10011343351894,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.00386910032525284,0.000208015319430418,50,1,0,"1:0","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8",NA,NA,NA,NA,NA,NA,NA,0.399,2.3,0.011,"no_wgd",FALSE
"1877",1877,1,0.189282155573816,NA,7302,7302,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00316041134550416,NA,70,1,0,"1:1","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8",NA,NA,NA,NA,NA,NA,NA,0.399,2.3,0.011,"no_wgd",FALSE
"1878",1878,1,0.211090765273841,NA,3079,3079,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00872844452735892,NA,85,2,0,"2:1","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8",NA,NA,NA,NA,NA,NA,NA,0.399,2.3,0.011,"no_wgd",FALSE
"1879",1879,1,0.243523404255319,NA,47,47,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00739824136713445,NA,95,2,0,"2:2","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8","36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8",NA,NA,NA,NA,NA,NA,NA,0.399,2.3,0.011,"no_wgd",FALSE
"1880",1880,1,0.181031280773727,NA,3458,3458,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00767064322247155,NA,54,2,0,"1:0","371235d9-55b8-40a7-8cd6-baa7c2ad0493","371235d9-55b8-40a7-8cd6-baa7c2ad0493",NA,NA,NA,NA,NA,NA,NA,0.257,2.017,0.052,"no_wgd",FALSE
"1881",1881,1,0.125684927567684,NA,18431,18431,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00239585222575428,NA,70,1,0,"1:1","371235d9-55b8-40a7-8cd6-baa7c2ad0493","371235d9-55b8-40a7-8cd6-baa7c2ad0493",NA,NA,NA,NA,NA,NA,NA,0.257,2.017,0.052,"no_wgd",FALSE
"1882",1882,1,0.129826329331047,NA,4664,4664,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00397195000573716,NA,79,2,0,"2:1","371235d9-55b8-40a7-8cd6-baa7c2ad0493","371235d9-55b8-40a7-8cd6-baa7c2ad0493",NA,NA,NA,NA,NA,NA,NA,0.257,2.017,0.052,"no_wgd",FALSE
"1883",1883,1,0.137482727272727,NA,550,550,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00438531931983471,NA,70,2,0,"2:0","371235d9-55b8-40a7-8cd6-baa7c2ad0493","371235d9-55b8-40a7-8cd6-baa7c2ad0493",NA,NA,NA,NA,NA,NA,NA,0.257,2.017,0.052,"no_wgd",FALSE
"1884",1884,2,0.188156716677769,0.0832453965165911,824,371,453,0,0.461000573278318,0.538999426721682,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00215453059839022,0.000470152163615822,87,2,0,"2:2","371235d9-55b8-40a7-8cd6-baa7c2ad0493","371235d9-55b8-40a7-8cd6-baa7c2ad0493",NA,NA,NA,NA,NA,NA,NA,0.257,2.017,0.052,"no_wgd",FALSE
"1885",1885,2,0.397415904094008,0.110861178479842,46,27,19,0,0.588064755178846,0.411935244821154,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00862131580541561,0.000361439127181745,33,2,0,"1:0","3728982b-4547-4249-bd42-72a91d3fda8c","3728982b-4547-4249-bd42-72a91d3fda8c",NA,NA,NA,NA,NA,NA,NA,0.607,2.453,0.004,"no_wgd",FALSE
"1886",1886,2,0.280721083578972,0.102045648807927,338,192,146,0,0.57329776062368,0.42670223937632,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00499427879537619,0.000729150499298995,48,2,0,"1:1","3728982b-4547-4249-bd42-72a91d3fda8c","3728982b-4547-4249-bd42-72a91d3fda8c",NA,NA,NA,NA,NA,NA,NA,0.607,2.453,0.004,"no_wgd",FALSE
"1887",1887,2,0.201920355821311,0.0738400718236021,639,427,212,0,0.692732524118899,0.307267475881101,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00523939976342989,0.000204211677702499,61,2,0,"2:1","3728982b-4547-4249-bd42-72a91d3fda8c","3728982b-4547-4249-bd42-72a91d3fda8c",NA,NA,NA,NA,NA,NA,NA,0.607,2.453,0.004,"no_wgd",FALSE
"1888",1888,2,0.262999912599046,0.0945038645050943,100,68,32,0,0.687635783351392,0.312364216648608,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.0054167851404053,0.000311375765370675,49,2,0,"2:0","3728982b-4547-4249-bd42-72a91d3fda8c","3728982b-4547-4249-bd42-72a91d3fda8c",NA,NA,NA,NA,NA,NA,NA,0.607,2.453,0.004,"no_wgd",FALSE
"1889",1889,1,0.169961904761905,NA,42,42,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00565266569160997,NA,61.5,2,0,"2:2","3728982b-4547-4249-bd42-72a91d3fda8c","3728982b-4547-4249-bd42-72a91d3fda8c",NA,NA,NA,NA,NA,NA,NA,0.607,2.453,0.004,"no_wgd",FALSE
"1890",1890,1,0.639689365989323,NA,491,475,NA,16,0.959947643943991,NA,0.040052356056009,TRUE,NA,TRUE,0.081099999,1.44995445326354,TRUE,0.0238307088544894,NA,18,2,0,"1:0","374cbd87-428e-4509-85c1-b7d3302c30a0","374cbd87-428e-4509-85c1-b7d3302c30a0",NA,NA,NA,NA,NA,0.261340462033043,Inf,0.71,1.965,0.014,"no_wgd",FALSE
"1891",1891,1,0.347808103564223,NA,5948,5948,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0102215225772374,NA,32,1,0,"1:1","374cbd87-428e-4509-85c1-b7d3302c30a0","374cbd87-428e-4509-85c1-b7d3302c30a0",NA,NA,NA,NA,NA,NA,NA,0.71,1.965,0.014,"no_wgd",FALSE
"1892",1892,1,0.252595903614458,NA,415,415,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00493141981454493,NA,48,1,0,"2:1","374cbd87-428e-4509-85c1-b7d3302c30a0","374cbd87-428e-4509-85c1-b7d3302c30a0",NA,NA,NA,NA,NA,NA,NA,0.71,1.965,0.014,"no_wgd",FALSE
"1893",1893,2,0.606941338325598,0.165043811031948,67,33,34,0,0.488303410264789,0.511696589735211,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00799640540472701,0.00618000394007553,36,2,0,"1:0","37c913e6-9ce5-4338-8849-b5bf7862d36a","37c913e6-9ce5-4338-8849-b5bf7862d36a",NA,NA,NA,NA,NA,NA,NA,0.768,1.953,0.013,"no_wgd",FALSE
"1894",1894,2,0.383614064185066,0.122022558825115,639,402,237,0,0.63432971720773,0.36567028279227,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.0059154287037581,0.00145643304667157,54,2,0,"1:1","37c913e6-9ce5-4338-8849-b5bf7862d36a","37c913e6-9ce5-4338-8849-b5bf7862d36a",NA,NA,NA,NA,NA,NA,NA,0.768,1.953,0.013,"no_wgd",FALSE
"1895",1895,1,0.218788333333333,NA,60,60,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0205699876972222,NA,75.5,3,0,"2:1","37c913e6-9ce5-4338-8849-b5bf7862d36a","37c913e6-9ce5-4338-8849-b5bf7862d36a",NA,NA,NA,NA,NA,NA,NA,0.768,1.953,0.013,"no_wgd",FALSE
"1896",1896,2,0.5,0.383462346650216,411,24,387,0,0.0582829186198329,0.941717081380167,0,TRUE,FALSE,FALSE,NA,NA,FALSE,1.23259516440783e-32,0.0362347460511653,18,2,0,"1:0","37d0cf1b-1743-4852-8073-372b16b5c17d","37d0cf1b-1743-4852-8073-372b16b5c17d",NA,NA,NA,NA,NA,NA,NA,0.61,1.996,0.019,"no_wgd",FALSE
"1897",1897,1,0.252724447466848,NA,2941,2941,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.011840719262913,NA,29,2,0,"1:1","37d0cf1b-1743-4852-8073-372b16b5c17d","37d0cf1b-1743-4852-8073-372b16b5c17d",NA,NA,NA,NA,NA,NA,NA,0.61,1.996,0.019,"no_wgd",FALSE
"1898",1898,1,0.280005484153963,NA,719,719,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0197681284139209,NA,35,2,0,"2:1","37d0cf1b-1743-4852-8073-372b16b5c17d","37d0cf1b-1743-4852-8073-372b16b5c17d",NA,NA,NA,NA,NA,NA,NA,0.61,1.996,0.019,"no_wgd",FALSE
"1899",1899,1,0.341225632325976,NA,155,155,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0371014539114454,NA,28,2,0,"2:0","37d0cf1b-1743-4852-8073-372b16b5c17d","37d0cf1b-1743-4852-8073-372b16b5c17d",NA,NA,NA,NA,NA,NA,NA,0.61,1.996,0.019,"no_wgd",FALSE
"1900",1900,1,0.240392296489146,NA,400,400,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0095871180820656,NA,23,1,0,"1:0","37e5d47b-851b-47de-ba6a-fd2835644011","37e5d47b-851b-47de-ba6a-fd2835644011",NA,NA,NA,NA,NA,NA,NA,0.24,1.974,0.022,"no_wgd",FALSE
"1901",1901,1,0.119174584717603,NA,4616,4616,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00136387823842463,NA,39,1,0,"1:1","37e5d47b-851b-47de-ba6a-fd2835644011","37e5d47b-851b-47de-ba6a-fd2835644011",NA,NA,NA,NA,NA,NA,NA,0.24,1.974,0.022,"no_wgd",FALSE
"1902",1902,1,0.117874117647059,NA,171,171,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00160706509480982,NA,43,1,0,"2:1","37e5d47b-851b-47de-ba6a-fd2835644011","37e5d47b-851b-47de-ba6a-fd2835644011",NA,NA,NA,NA,NA,NA,NA,0.24,1.974,0.022,"no_wgd",FALSE
"1903",1903,1,0.607894247787611,NA,226,226,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0239320556748766,NA,16,1,0,"1:0","380593d8-c623-11e3-bf01-24c6515278c0","380593d8-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.74,3.473,0.006,"wgd",FALSE
"1904",1904,3,0.5,0.387769854112022,606,32,83,0,0.0527988510498535,0.334967120500573,0,TRUE,FALSE,FALSE,NA,NA,FALSE,4.93038065763132e-32,0.0200489368241808,26,1,0,"1:1","380593d8-c623-11e3-bf01-24c6515278c0","380593d8-c623-11e3-bf01-24c6515278c0",0.356862417629701,491,0.612234028449573,TRUE,0.00552899601403742,NA,NA,0.74,3.473,0.006,"wgd",FALSE
"1905",1905,1,0.390738547926105,NA,6675,6675,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0239034152565833,NA,36,2,0,"2:1","380593d8-c623-11e3-bf01-24c6515278c0","380593d8-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.74,3.473,0.006,"wgd",FALSE
"1906",1906,2,0.760986758041996,0.342552056144943,2092,1845,247,0,0.879947419948712,0.120052580051289,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.0113773531982395,0.0139758003098992,24,2,0,"2:0","380593d8-c623-11e3-bf01-24c6515278c0","380593d8-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.74,3.473,0.006,"wgd",FALSE
"1907",1907,1,0.394397621996531,NA,8074,8074,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0107748698655365,NA,45,2,0,"2:2","380593d8-c623-11e3-bf01-24c6515278c0","380593d8-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.74,3.473,0.006,"wgd",FALSE
"1908",1908,2,0.220178365215386,0.0846778974606061,49,33,16,0,0.674955577145739,0.325044422854261,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00249329643517083,0.000195753310387379,58,2,0,"1:0","384ef419-ee94-4563-9237-236fddeb4b64","384ef419-ee94-4563-9237-236fddeb4b64",NA,NA,NA,NA,NA,NA,NA,0.25,3.117,0.029,"wgd",FALSE
"1909",1909,1,0.135167705935288,NA,1525,1525,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00228820691220761,NA,59,1,0,"1:1","384ef419-ee94-4563-9237-236fddeb4b64","384ef419-ee94-4563-9237-236fddeb4b64",NA,NA,NA,NA,NA,NA,NA,0.25,3.117,0.029,"wgd",FALSE
"1910",1910,1,0.160867665036675,NA,3272,3272,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00484879803757973,NA,64,2,0,"2:1","384ef419-ee94-4563-9237-236fddeb4b64","384ef419-ee94-4563-9237-236fddeb4b64",NA,NA,NA,NA,NA,NA,NA,0.25,3.117,0.029,"wgd",FALSE
"1911",1911,1,0.238205975521958,NA,1389,1389,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0113980535496063,NA,52,2,0,"2:0","384ef419-ee94-4563-9237-236fddeb4b64","384ef419-ee94-4563-9237-236fddeb4b64",NA,NA,NA,NA,NA,NA,NA,0.25,3.117,0.029,"wgd",FALSE
"1912",1912,1,0.174891642547033,NA,2764,2764,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00385960756763488,NA,69,2,0,"2:2","384ef419-ee94-4563-9237-236fddeb4b64","384ef419-ee94-4563-9237-236fddeb4b64",NA,NA,NA,NA,NA,NA,NA,0.25,3.117,0.029,"wgd",FALSE
"1913",1913,1,0.617767113664833,NA,842,803,NA,39,0.943031952531535,NA,0.0569680474684651,TRUE,NA,TRUE,0.066699999,1.24008370874201,TRUE,0.0211404921164895,NA,26,2,0,"1:0","38d8e626-c622-11e3-bf01-24c6515278c0","38d8e626-c622-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,0.344519761738154,Inf,0.68,1.942,0.018,"no_wgd",FALSE
"1914",1914,1,0.339142185877599,NA,14248,13891,NA,357,0.966171827714377,NA,0.0338281722856231,TRUE,NA,TRUE,0.050299999,1.04743988671858,TRUE,0.00674122048237196,NA,46,1,0,"1:1","38d8e626-c622-11e3-bf01-24c6515278c0","38d8e626-c622-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,1.11058918768171,Inf,0.68,1.942,0.018,"no_wgd",FALSE
"1915",1915,1,0.334786792242616,NA,638,638,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0184122315973288,NA,54,2,0,"2:1","38d8e626-c622-11e3-bf01-24c6515278c0","38d8e626-c622-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.68,1.942,0.018,"no_wgd",FALSE
"1916",1916,2,0.712287992337316,0.315981345329369,61,26,35,0,0.428852226645982,0.571147773354018,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00665968508803506,0.00364184203947033,49,2,0,"2:0","38d8e626-c622-11e3-bf01-24c6515278c0","38d8e626-c622-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.68,1.942,0.018,"no_wgd",FALSE
"1917",1917,2,0.645740845780923,0.238499415161634,649,548,101,0,0.853540666089157,0.146459333910843,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.0142115666794187,0.0103680237099912,38,3,0,"1:0","3914c02e-44ad-4c96-8464-61aa95b42c49","3914c02e-44ad-4c96-8464-61aa95b42c49",NA,NA,NA,NA,NA,NA,NA,0.724,2.003,0.015,"no_wgd",FALSE
"1918",1918,1,0.358383375372917,NA,6491,5548,NA,943,0.837262733537146,NA,0.162737266462854,TRUE,NA,TRUE,0.050499999,0.989513005292902,TRUE,0.00412609635249148,NA,70,1,0,"1:1","3914c02e-44ad-4c96-8464-61aa95b42c49","3914c02e-44ad-4c96-8464-61aa95b42c49",NA,NA,NA,NA,NA,Inf,Inf,0.724,2.003,0.015,"no_wgd",FALSE
"1919",1919,1,0.261346614764957,NA,999,872,NA,127,0.851929146017084,NA,0.148070853982916,TRUE,NA,TRUE,0.052099999,1.30065721725249,TRUE,0.0026216419634609,NA,95,1,0,"2:1","3914c02e-44ad-4c96-8464-61aa95b42c49","3914c02e-44ad-4c96-8464-61aa95b42c49",NA,NA,NA,NA,NA,0.225387038227292,Inf,0.724,2.003,0.015,"no_wgd",FALSE
"1920",1920,2,0.456354876578649,0.202025886028373,209,20,189,0,0.0829417964323384,0.917058203567662,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.00536301580018243,0.00460556405363405,29,2,0,"1:0","391a949d-217a-472c-a6d4-80e548039684","391a949d-217a-472c-a6d4-80e548039684",NA,NA,NA,NA,NA,NA,NA,0.387,1.873,0.19,"no_wgd",TRUE
"1921",1921,1,0.199393463488343,NA,645,645,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00842415186531248,NA,38,2,0,"1:1","391a949d-217a-472c-a6d4-80e548039684","391a949d-217a-472c-a6d4-80e548039684",NA,NA,NA,NA,NA,NA,NA,0.387,1.873,0.19,"no_wgd",TRUE
"1922",1922,2,0.363913459661744,0.143078283967288,63,13,50,0,0.204096880720785,0.795903119279215,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.00627452833805627,0.00162398324885504,47,2,0,"2:1","391a949d-217a-472c-a6d4-80e548039684","391a949d-217a-472c-a6d4-80e548039684",NA,NA,NA,NA,NA,NA,NA,0.387,1.873,0.19,"no_wgd",TRUE
"1923",1923,1,0.384007547169811,NA,53,53,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0208909373015308,NA,37,3,0,"1:0","3933c60d-73d6-4f74-ae02-fd545fc1f092","3933c60d-73d6-4f74-ae02-fd545fc1f092",NA,NA,NA,NA,NA,NA,NA,0.542,3.119,0.015,"wgd",FALSE
"1924",1924,1,0.269617799494411,NA,345,331,NA,14,0.948737440801233,NA,0.0512625591987674,TRUE,NA,TRUE,0.052599999,1.4408399870787,TRUE,0.00354313166499751,NA,59,1,0,"1:1","3933c60d-73d6-4f74-ae02-fd545fc1f092","3933c60d-73d6-4f74-ae02-fd545fc1f092",NA,NA,NA,NA,NA,0.171917666502358,Inf,0.542,3.119,0.015,"wgd",FALSE
"1925",1925,2,0.43202851080396,0.211706384428724,1647,330,1259,58,0.185926789146503,0.769542663247305,0.0445305476061922,FALSE,TRUE,FALSE,0.050599999,1.45239184324893,TRUE,0.00269182545690921,0.00252454637171833,73,2,0,"2:1","3933c60d-73d6-4f74-ae02-fd545fc1f092","3933c60d-73d6-4f74-ae02-fd545fc1f092",NA,NA,NA,NA,NA,0.162449935631499,Inf,0.542,3.119,0.015,"wgd",FALSE
"1926",1926,1,0.357229651949383,NA,1338,1338,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0270620661036029,NA,56,2,0,"2:0","3933c60d-73d6-4f74-ae02-fd545fc1f092","3933c60d-73d6-4f74-ae02-fd545fc1f092",NA,NA,NA,NA,NA,NA,NA,0.542,3.119,0.015,"wgd",FALSE
"1927",1927,1,0.222984029534082,NA,1559,1559,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00970218296427073,NA,86,2,0,"2:2","3933c60d-73d6-4f74-ae02-fd545fc1f092","3933c60d-73d6-4f74-ae02-fd545fc1f092",NA,NA,NA,NA,NA,NA,NA,0.542,3.119,0.015,"wgd",FALSE
"1928",1928,2,0.360731311503477,0.0853833900965929,90,46,44,0,0.51603379244568,0.48396620755432,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.0133600793907252,0.000238870406442863,45.5,2,0,"1:1","3935af50-d992-4430-9909-e688347aead9","3935af50-d992-4430-9909-e688347aead9",NA,NA,NA,NA,NA,NA,NA,0.76,2.001,0.06,"no_wgd",FALSE
"1929",1929,1,0.159722245278085,NA,167,167,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00375562405922835,NA,28,1,0,"1:0","39458b0e-c623-11e3-bf01-24c6515278c0","39458b0e-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.24,1.862,0.003,"no_wgd",FALSE
"1930",1930,1,0.128806877470002,NA,1432,1432,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00145619061255685,NA,37,1,0,"1:1","39458b0e-c623-11e3-bf01-24c6515278c0","39458b0e-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.24,1.862,0.003,"no_wgd",FALSE
"1931",1931,1,0.169471384351261,NA,492,492,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00543167947695666,NA,50,1,0,"1:0","39520be3-a2af-4189-acf4-9d239363333a","39520be3-a2af-4189-acf4-9d239363333a",NA,NA,NA,NA,NA,NA,NA,0.211,2.052,0.006,"no_wgd",FALSE
"1932",1932,1,0.109148002287837,NA,4006,4006,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00115303920482701,NA,76,1,0,"1:1","39520be3-a2af-4189-acf4-9d239363333a","39520be3-a2af-4189-acf4-9d239363333a",NA,NA,NA,NA,NA,NA,NA,0.211,2.052,0.006,"no_wgd",FALSE
