"","X1","K_beta","Mean_C1","Mean_C2","N","N_C1","N_C2","N_Tail","pi_C1","pi_C2","pi_Tail","rcc_C1","rcc_C2","rcc_Tail","Scale_Tail","Shape_Tail","tail","Variance_C1","Variance_C2","coverage","K_B","K_BB","karyotype","sample","samplename","Mean_C3","N_C3","pi_C3","rcc_C3","Variance_C3","Mean_Tail","Variance_Tail","purity","ploidy","purity_conf_mad","wgd_status","wgd_uncertain"
"1",1,2,0.364855189492178,0.106042880110057,104,50,54,0,0.487100853564458,0.512899146435541,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00708325633211757,0.000976237613608629,39.5,2,0,"1:1","003819bc-c415-4e76-887c-931d60ed39e7","003819bc-c415-4e76-887c-931d60ed39e7",NA,NA,NA,NA,NA,NA,NA,0.774,2.001,0.022,"no_wgd",FALSE
"2",2,3,0.671645538189173,0.605504939348691,104,34,59,0,0.266323773302,0.62790699592877,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.00339679922575447,0.0420270275063971,14,2,0,"1:0","0040b1b6-b07a-4b6e-90ef-133523eaf412","0040b1b6-b07a-4b6e-90ef-133523eaf412",0.6,11,0.10576923076923,FALSE,1.23259516440783e-32,NA,NA,0.8,2.428,0.011,"no_wgd",FALSE
"3",3,1,0.40226058813294,NA,5747,5747,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0136958539139051,NA,22,1,0,"1:1","0040b1b6-b07a-4b6e-90ef-133523eaf412","0040b1b6-b07a-4b6e-90ef-133523eaf412",NA,NA,NA,NA,NA,NA,NA,0.8,2.428,0.011,"no_wgd",FALSE
"4",4,1,0.308000745225897,NA,6441,6441,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0122694003192708,NA,30,1,0,"2:1","0040b1b6-b07a-4b6e-90ef-133523eaf412","0040b1b6-b07a-4b6e-90ef-133523eaf412",NA,NA,NA,NA,NA,NA,NA,0.8,2.428,0.011,"no_wgd",FALSE
"5",5,1,0.433923952975753,NA,1361,1361,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0161802227620375,NA,21,1,0,"2:0","0040b1b6-b07a-4b6e-90ef-133523eaf412","0040b1b6-b07a-4b6e-90ef-133523eaf412",NA,NA,NA,NA,NA,NA,NA,0.8,2.428,0.011,"no_wgd",FALSE
"6",6,2,0.68779897655467,0.181543466786827,241,154,87,0,0.642480785891387,0.357519214108613,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.0251515528341872,0.00360360177402586,22,2,0,"1:0","00493087-9d9d-40ca-86d5-936f1b951c93","00493087-9d9d-40ca-86d5-936f1b951c93",NA,NA,NA,NA,NA,NA,NA,0.837,1.831,0.03,"no_wgd",FALSE
"7",7,2,0.388391142207421,0.124185283481463,2283,1810,473,0,0.740013273687396,0.259986726312604,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.012494692561568,0.00163209689265378,38,2,0,"1:1","00493087-9d9d-40ca-86d5-936f1b951c93","00493087-9d9d-40ca-86d5-936f1b951c93",NA,NA,NA,NA,NA,NA,NA,0.837,1.831,0.03,"no_wgd",FALSE
"8",8,2,0.853205329689369,0.460992316911675,497,274,103,120,0.543198318657572,0.200725316555933,0.256076364786495,TRUE,FALSE,FALSE,0.061199999,1.18962069360455,TRUE,0.00289580050404401,0.00904252584678274,41,2,0,"1:0","00508f2b-36bf-44fc-b66b-97e1f3e40bfa","00508f2b-36bf-44fc-b66b-97e1f3e40bfa",NA,NA,NA,NA,NA,0.383949577838848,Inf,0.92,1.637,0.003,"no_wgd",FALSE
"9",9,2,0.460503844609964,0.263554740855837,1633,990,331,312,0.596446214158687,0.191290696943612,0.212263088897701,FALSE,TRUE,FALSE,0.050599999,1.54979409564452,TRUE,0.00321538303907645,0.00249937774156588,76,2,0,"1:1","00508f2b-36bf-44fc-b66b-97e1f3e40bfa","00508f2b-36bf-44fc-b66b-97e1f3e40bfa",NA,NA,NA,NA,NA,0.142634452263238,Inf,0.92,1.637,0.003,"no_wgd",FALSE
"10",10,1,0.398913753507576,NA,97,82,NA,15,0.816805522604758,NA,0.183194477395242,TRUE,NA,TRUE,0.068999999,2.0009160105581,TRUE,0.00679632660325834,NA,45,1,0,"1:0","005794f1-5a87-45b5-9811-83ddf6924568","005794f1-5a87-45b5-9811-83ddf6924568",NA,NA,NA,NA,NA,0.13793685111562,10.3808108132792,0.596,1.973,0.006,"no_wgd",FALSE
"11",11,1,0.296489990062015,NA,5076,4622,NA,454,0.893637843553838,NA,0.106362156446162,TRUE,NA,TRUE,0.050599999,1.2885219671787,TRUE,0.00425826380755575,NA,58,1,0,"1:1","005794f1-5a87-45b5-9811-83ddf6924568","005794f1-5a87-45b5-9811-83ddf6924568",NA,NA,NA,NA,NA,0.225976589887652,Inf,0.596,1.973,0.006,"no_wgd",FALSE
"12",12,2,0.455820225813781,0.168115242655364,87,18,69,0,0.211002936962233,0.788997063037767,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00421293669597154,0.00382415654713496,28,2,0,"1:0","005e85a3-3571-462d-8dc9-2babfc7ace21","005e85a3-3571-462d-8dc9-2babfc7ace21",NA,NA,NA,NA,NA,NA,NA,0.46,1.929,0.018,"no_wgd",FALSE
"13",13,1,0.160971431092712,NA,1224,1224,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00511928144692004,NA,47,2,0,"1:1","005e85a3-3571-462d-8dc9-2babfc7ace21","005e85a3-3571-462d-8dc9-2babfc7ace21",NA,NA,NA,NA,NA,NA,NA,0.46,1.929,0.018,"no_wgd",FALSE
"14",14,2,0.291006101046307,0.0941725522342633,738,544,194,0,0.736336433616769,0.263663566383231,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00257382421037342,0.000927042268202656,81,2,0,"1:1","007aab66-2f07-459d-8952-3041d6ea24a8","007aab66-2f07-459d-8952-3041d6ea24a8",NA,NA,NA,NA,NA,NA,NA,0.581,1.996,0.005,"no_wgd",FALSE
"15",15,1,0.256327611940298,NA,134,134,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0164788245360882,NA,34.5,2,0,"1:0","008bad10-d41b-4bbb-86fa-9976ecea46b1","008bad10-d41b-4bbb-86fa-9976ecea46b1",NA,NA,NA,NA,NA,NA,NA,0.361,1.949,0.074,"no_wgd",FALSE
"16",16,1,0.147979483568075,NA,2130,2130,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00342746331147039,NA,63,1,0,"1:1","008bad10-d41b-4bbb-86fa-9976ecea46b1","008bad10-d41b-4bbb-86fa-9976ecea46b1",NA,NA,NA,NA,NA,NA,NA,0.361,1.949,0.074,"no_wgd",FALSE
"17",17,1,0.135779591836735,NA,49,49,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00572360407330279,NA,77,2,0,"2:1","008bad10-d41b-4bbb-86fa-9976ecea46b1","008bad10-d41b-4bbb-86fa-9976ecea46b1",NA,NA,NA,NA,NA,NA,NA,0.361,1.949,0.074,"no_wgd",FALSE
"18",18,2,0.90820682987665,0.710182442696159,91,74,17,0,0.745451403262238,0.254548596737762,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.00155113747131579,0.0247370630317643,15,2,0,"1:0","00b9d0e6-69dc-4345-bffd-ce32880c8eef","00b9d0e6-69dc-4345-bffd-ce32880c8eef",NA,NA,NA,NA,NA,NA,NA,0.949,1.946,0.016,"no_wgd",FALSE
"19",19,1,0.465167017613023,NA,3740,3646,NA,94,0.96873421688992,NA,0.0312657831100804,TRUE,NA,TRUE,0.052599999,0.816351105361685,TRUE,0.00997981311827595,NA,29,1,0,"1:1","00b9d0e6-69dc-4345-bffd-ce32880c8eef","00b9d0e6-69dc-4345-bffd-ce32880c8eef",NA,NA,NA,NA,NA,Inf,Inf,0.949,1.946,0.016,"no_wgd",FALSE
"20",20,1,0.481186666666667,NA,60,60,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0192448961555556,NA,39,2,0,"2:1","00b9d0e6-69dc-4345-bffd-ce32880c8eef","00b9d0e6-69dc-4345-bffd-ce32880c8eef",NA,NA,NA,NA,NA,NA,NA,0.949,1.946,0.016,"no_wgd",FALSE
"21",21,1,0.580886206896552,NA,29,29,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0522507749821641,NA,34,2,0,"2:0","00b9d0e6-69dc-4345-bffd-ce32880c8eef","00b9d0e6-69dc-4345-bffd-ce32880c8eef",NA,NA,NA,NA,NA,NA,NA,0.949,1.946,0.016,"no_wgd",FALSE
"22",22,1,0.329971288390951,NA,351,351,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0245446013242709,NA,25,2,0,"1:0","00bf0350-8c7c-4b9e-8143-13ea2dc1122f","00bf0350-8c7c-4b9e-8143-13ea2dc1122f",NA,NA,NA,NA,NA,NA,NA,0.492,1.894,0.012,"no_wgd",FALSE
"23",23,1,0.212219644723096,NA,4785,4785,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00710522741763761,NA,40,1,0,"1:1","00bf0350-8c7c-4b9e-8143-13ea2dc1122f","00bf0350-8c7c-4b9e-8143-13ea2dc1122f",NA,NA,NA,NA,NA,NA,NA,0.492,1.894,0.012,"no_wgd",FALSE
"24",24,1,0.198066143598823,NA,156,156,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00836208501230238,NA,53,2,0,"2:1","00bf0350-8c7c-4b9e-8143-13ea2dc1122f","00bf0350-8c7c-4b9e-8143-13ea2dc1122f",NA,NA,NA,NA,NA,NA,NA,0.492,1.894,0.012,"no_wgd",FALSE
"25",25,1,0.506131349386642,NA,2201,2201,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0190660217886835,NA,26,1,0,"1:0","00c27940-c623-11e3-bf01-24c6515278c0","00c27940-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.64,1.91,0.007,"no_wgd",FALSE
"26",26,1,0.320073016522162,NA,12226,12226,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00721353154818834,NA,40,1,0,"1:1","00c27940-c623-11e3-bf01-24c6515278c0","00c27940-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.64,1.91,0.007,"no_wgd",FALSE
"27",27,2,0.489504917737037,0.241490571121993,2002,839,1163,0,0.418048623661134,0.581951376338866,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00574985779886109,0.00427203256087775,53,2,0,"2:1","00c27940-c623-11e3-bf01-24c6515278c0","00c27940-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.64,1.91,0.007,"no_wgd",FALSE
"28",28,1,0.649751124565869,NA,108,97,NA,11,0.883445960049533,NA,0.116554039950467,TRUE,NA,TRUE,0.076899999,0.776466463297975,TRUE,0.00479663340645286,NA,48,1,0,"2:0","00c27940-c623-11e3-bf01-24c6515278c0","00c27940-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,Inf,Inf,0.64,1.91,0.007,"no_wgd",FALSE
"29",29,1,0.372810344827586,NA,29,29,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00426376506539834,NA,81,1,0,"2:2","00c27940-c623-11e3-bf01-24c6515278c0","00c27940-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.64,1.91,0.007,"no_wgd",FALSE
"30",30,1,0.232964232432478,NA,1259,1259,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00992649562822592,NA,68,2,0,"2:1","00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7","00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7",NA,NA,NA,NA,NA,NA,NA,0.406,4.082,0.009,"wgd",FALSE
"31",31,2,0.397055540395596,0.179748526294831,265,200,65,0,0.765666978096295,0.234333021903704,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00449733839190353,0.00444082308466629,53,2,0,"2:0","00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7","00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7",NA,NA,NA,NA,NA,NA,NA,0.406,4.082,0.009,"wgd",FALSE
"32",32,1,0.247380821162854,NA,3629,3629,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00671530360020747,NA,79,2,0,"2:2","00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7","00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7",NA,NA,NA,NA,NA,NA,NA,0.406,4.082,0.009,"wgd",FALSE
"33",33,2,0.585678330331005,0.163484204297815,574,316,258,0,0.553577074892846,0.446422925107154,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.0141643850631478,0.00370375203621105,37,2,0,"1:0","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f",NA,NA,NA,NA,NA,NA,NA,0.779,2.005,0.02,"no_wgd",FALSE
"34",34,2,0.379428851799626,0.127813264804499,5688,3977,1711,0,0.697901415938157,0.302098584061843,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00659462129646934,0.00225667683276898,58,2,0,"1:1","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f",NA,NA,NA,NA,NA,NA,NA,0.779,2.005,0.02,"no_wgd",FALSE
"35",35,2,0.572889209098816,0.211631206709855,488,79,409,0,0.150020904583828,0.849979095416172,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00456112860716204,0.0113533389602386,80,3,0,"2:1","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f",NA,NA,NA,NA,NA,NA,NA,0.779,2.005,0.02,"no_wgd",FALSE
"36",36,1,0.308390476190476,NA,21,21,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0539354865759637,NA,55,3,0,"2:0","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f",NA,NA,NA,NA,NA,NA,NA,0.779,2.005,0.02,"no_wgd",FALSE
"37",37,1,0.267640163934426,NA,122,122,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0239745614196453,NA,88,3,0,"2:2","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f","00db4dc2-3ec7-4ff9-9233-d69c8c8a607f",NA,NA,NA,NA,NA,NA,NA,0.779,2.005,0.02,"no_wgd",FALSE
"38",38,2,0.34478188976378,0.3333,139,127,12,0,0.913669064748203,0.0863309352517973,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.0140122303019406,1.23259516440783e-32,30,1,0,"1:0","01658141-8398-4585-9f0f-8355dd9b0604","01658141-8398-4585-9f0f-8355dd9b0604",NA,NA,NA,NA,NA,NA,NA,0.539,3.308,0.02,"wgd",FALSE
"39",39,1,0.252456838235294,NA,1360,1360,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00748646860029735,NA,40,1,0,"1:1","01658141-8398-4585-9f0f-8355dd9b0604","01658141-8398-4585-9f0f-8355dd9b0604",NA,NA,NA,NA,NA,NA,NA,0.539,3.308,0.02,"wgd",FALSE
"40",40,1,0.254465186525988,NA,5825,5825,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0129918401555549,NA,49,2,0,"2:1","01658141-8398-4585-9f0f-8355dd9b0604","01658141-8398-4585-9f0f-8355dd9b0604",NA,NA,NA,NA,NA,NA,NA,0.539,3.308,0.02,"wgd",FALSE
"41",41,1,0.367445558600713,NA,2706,2706,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0247148396447535,NA,39,2,0,"2:0","01658141-8398-4585-9f0f-8355dd9b0604","01658141-8398-4585-9f0f-8355dd9b0604",NA,NA,NA,NA,NA,NA,NA,0.539,3.308,0.02,"wgd",FALSE
"42",42,1,0.239932795361448,NA,3859,3859,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0113725968366514,NA,60,2,0,"2:2","01658141-8398-4585-9f0f-8355dd9b0604","01658141-8398-4585-9f0f-8355dd9b0604",NA,NA,NA,NA,NA,NA,NA,0.539,3.308,0.02,"wgd",FALSE
"43",43,1,0.328385459662289,NA,1066,1066,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.015208731130042,NA,31,1,0,"1:0","0168a2a6-c3af-4d58-a51c-d33f0fc7876d","0168a2a6-c3af-4d58-a51c-d33f0fc7876d",NA,NA,NA,NA,NA,NA,NA,0.469,1.776,0.006,"no_wgd",FALSE
"44",44,1,0.228677342979284,NA,6082,6082,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00464269740510729,NA,45,1,0,"1:1","0168a2a6-c3af-4d58-a51c-d33f0fc7876d","0168a2a6-c3af-4d58-a51c-d33f0fc7876d",NA,NA,NA,NA,NA,NA,NA,0.469,1.776,0.006,"no_wgd",FALSE
"45",45,1,0.251018940676681,NA,303,303,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0110046588801059,NA,54,2,0,"2:1","0168a2a6-c3af-4d58-a51c-d33f0fc7876d","0168a2a6-c3af-4d58-a51c-d33f0fc7876d",NA,NA,NA,NA,NA,NA,NA,0.469,1.776,0.006,"no_wgd",FALSE
"46",46,2,0.687011848516162,0.136640654521958,5881,5594,287,0,0.939854213200063,0.0601457867999373,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.0185379005967055,0.00167360963999442,25,2,0,"1:0","0176cf1d-0760-4769-a493-277f4bb7585e","0176cf1d-0760-4769-a493-277f4bb7585e",NA,NA,NA,NA,NA,NA,NA,0.77,1.787,0.015,"no_wgd",FALSE
"47",47,1,0.393445905961293,NA,32433,31858,NA,575,0.977232441391604,NA,0.0227675586083959,TRUE,NA,TRUE,0.051299999,0.935042182711747,TRUE,0.00619712323859329,NA,43,1,0,"1:1","0176cf1d-0760-4769-a493-277f4bb7585e","0176cf1d-0760-4769-a493-277f4bb7585e",NA,NA,NA,NA,NA,Inf,Inf,0.77,1.787,0.015,"no_wgd",FALSE
"48",48,2,0.571023456758284,0.279983636336268,983,421,549,13,0.428257516889336,0.550952975821541,0.0207895072891226,FALSE,TRUE,FALSE,0.057999999,0.904471843297134,TRUE,0.00399394406314592,0.00376355597977597,61,2,0,"2:1","0176cf1d-0760-4769-a493-277f4bb7585e","0176cf1d-0760-4769-a493-277f4bb7585e",NA,NA,NA,NA,NA,Inf,Inf,0.77,1.787,0.015,"no_wgd",FALSE
"49",49,2,0.764333993947745,0.36564882503225,1363,1118,45,200,0.814645105333836,0.0270186844329147,0.15833621023325,FALSE,FALSE,FALSE,0.051299999,1.27688974656394,TRUE,0.00483208265381743,0.00388574157027625,45,2,0,"2:0","0176cf1d-0760-4769-a493-277f4bb7585e","0176cf1d-0760-4769-a493-277f4bb7585e",NA,NA,NA,NA,NA,0.236572294693887,Inf,0.77,1.787,0.015,"no_wgd",FALSE
"50",50,1,0.75368632628495,NA,150,84,NA,66,0.539219343004987,NA,0.460780656995013,TRUE,NA,TRUE,0.073199999,1.24368844011202,TRUE,0.0106922080614907,NA,31,1,0,"1:0","0192d529-7340-45d8-a5f0-249cbb11ca19","0192d529-7340-45d8-a5f0-249cbb11ca19",NA,NA,NA,NA,NA,0.373583550088226,Inf,0.839,1.904,0.057,"no_wgd",FALSE
"51",51,1,0.398827157542225,NA,2674,1785,NA,889,0.634240229182669,NA,0.365759770817331,TRUE,NA,TRUE,0.050599999,1.1391829002165,TRUE,0.00474303667170998,NA,57,1,0,"1:1","0192d529-7340-45d8-a5f0-249cbb11ca19","0192d529-7340-45d8-a5f0-249cbb11ca19",NA,NA,NA,NA,NA,0.414150398663253,Inf,0.839,1.904,0.057,"no_wgd",FALSE
"52",52,1,0.258607154003318,NA,1606,1606,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.014303400263828,NA,37,2,0,"1:0","01b0848c-ae36-4ade-a3da-d297b003c99f","01b0848c-ae36-4ade-a3da-d297b003c99f",NA,NA,NA,NA,NA,NA,NA,0.526,2.881,0.024,"wgd",FALSE
"53",53,1,0.193266795194352,NA,2495,2495,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00904006211865672,NA,53,2,0,"1:1","01b0848c-ae36-4ade-a3da-d297b003c99f","01b0848c-ae36-4ade-a3da-d297b003c99f",NA,NA,NA,NA,NA,NA,NA,0.526,2.881,0.024,"wgd",FALSE
"54",54,2,0.322325262583,0.132695951538397,10671,2288,8383,0,0.245477422786979,0.754522577213021,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.0115354023288821,0.00222999718449847,62,2,0,"2:1","01b0848c-ae36-4ade-a3da-d297b003c99f","01b0848c-ae36-4ade-a3da-d297b003c99f",NA,NA,NA,NA,NA,NA,NA,0.526,2.881,0.024,"wgd",FALSE
"55",55,2,0.52894490111836,0.167945583169633,5484,824,4660,0,0.152605631931945,0.847394368068055,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.00854542007985648,0.00441896488574116,50,2,0,"2:0","01b0848c-ae36-4ade-a3da-d297b003c99f","01b0848c-ae36-4ade-a3da-d297b003c99f",NA,NA,NA,NA,NA,NA,NA,0.526,2.881,0.024,"wgd",FALSE
"56",56,2,0.297840396539347,0.112455100920157,8936,2251,6685,0,0.282236531607793,0.717763468392207,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00877801974171001,0.00130691626345756,72,2,0,"2:2","01b0848c-ae36-4ade-a3da-d297b003c99f","01b0848c-ae36-4ade-a3da-d297b003c99f",NA,NA,NA,NA,NA,NA,NA,0.526,2.881,0.024,"wgd",FALSE
"57",57,3,0.838355934785238,0.373159535418744,795,351,46,0,0.443157097241421,0.0595480989664966,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.00454744818283513,0.00461118538294451,35,3,0,"1:0","01c8e465-2b4e-4519-bdef-c3ac06b43eeb","01c8e465-2b4e-4519-bdef-c3ac06b43eeb",0.149967137761056,398,0.497294803792083,TRUE,0.00259472540343443,NA,NA,0.89,1.754,0.004,"no_wgd",FALSE
"58",58,2,0.442824592551781,0.106466688756848,3179,1624,1555,0,0.510754516364425,0.489245483635575,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00718289700921169,0.00175757531244972,59,2,0,"1:1","01c8e465-2b4e-4519-bdef-c3ac06b43eeb","01c8e465-2b4e-4519-bdef-c3ac06b43eeb",NA,NA,NA,NA,NA,NA,NA,0.89,1.754,0.004,"no_wgd",FALSE
"59",59,2,0.599947296248662,0.324040513645348,70,20,17,33,0.288664710379448,0.240120257687953,0.471215031932599,FALSE,TRUE,FALSE,0.050499999,2.44233102724934,TRUE,0.00204504803155647,0.00113082810634812,92.5,2,0,"2:1","01c8e465-2b4e-4519-bdef-c3ac06b43eeb","01c8e465-2b4e-4519-bdef-c3ac06b43eeb",NA,NA,NA,NA,NA,0.0855127651722068,0.00676877331063999,0.89,1.754,0.004,"no_wgd",FALSE
"60",60,1,0.506092747252747,NA,455,455,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0298207379034417,NA,23,2,0,"1:0","01dc6872-c623-11e3-bf01-24c6515278c0","01dc6872-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.602,2.033,0.003,"no_wgd",FALSE
"61",61,1,0.280017428433966,NA,8314,8314,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00805806952665615,NA,42,1,0,"1:1","01dc6872-c623-11e3-bf01-24c6515278c0","01dc6872-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.602,2.033,0.003,"no_wgd",FALSE
"62",62,2,0.476769192012514,0.212565793912853,461,164,297,0,0.329510572204317,0.670489427795683,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.0029243495601053,0.00816013733655202,55,3,0,"2:1","01dc6872-c623-11e3-bf01-24c6515278c0","01dc6872-c623-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.602,2.033,0.003,"no_wgd",FALSE
"63",63,2,0.391547917608606,0.119200640693194,215,108,107,0,0.505033415952222,0.494966584047778,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00839508679103846,0.00143342913764268,36,2,0,"1:1","02078f77-2b35-4fa3-ab02-2c017181295e","02078f77-2b35-4fa3-ab02-2c017181295e",NA,NA,NA,NA,NA,NA,NA,0.8,2.001,0.003,"no_wgd",FALSE
"64",64,2,0.726258949032333,0.295161693401788,72,40,32,0,0.609792156543817,0.390207843456183,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00888670858453391,0.00585330906893193,18,2,0,"1:0","020fab36-c7de-4933-b2bf-dc7b019a1326","020fab36-c7de-4933-b2bf-dc7b019a1326",NA,NA,NA,NA,NA,NA,NA,0.818,3.492,0.008,"wgd",FALSE
"65",65,1,0.369796875,NA,32,32,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0232959328027344,NA,34,2,0,"1:1","020fab36-c7de-4933-b2bf-dc7b019a1326","020fab36-c7de-4933-b2bf-dc7b019a1326",NA,NA,NA,NA,NA,NA,NA,0.818,3.492,0.008,"wgd",FALSE
"66",66,1,0.27777023611226,NA,2349,2349,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0267049549781303,NA,40,3,0,"2:1","020fab36-c7de-4933-b2bf-dc7b019a1326","020fab36-c7de-4933-b2bf-dc7b019a1326",NA,NA,NA,NA,NA,NA,NA,0.818,3.492,0.008,"wgd",FALSE
"67",67,2,0.568992704993393,0.172804551458264,1284,548,736,0,0.474044636884363,0.525955363115637,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.0543552063234301,0.00356160456106951,29,3,0,"2:0","020fab36-c7de-4933-b2bf-dc7b019a1326","020fab36-c7de-4933-b2bf-dc7b019a1326",NA,NA,NA,NA,NA,NA,NA,0.818,3.492,0.008,"wgd",FALSE
"68",68,2,0.460206935832681,0.169603338603074,1095,372,723,0,0.323294807412296,0.676705192587704,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00543095167111806,0.00900103345187946,52,3,0,"2:2","020fab36-c7de-4933-b2bf-dc7b019a1326","020fab36-c7de-4933-b2bf-dc7b019a1326",NA,NA,NA,NA,NA,NA,NA,0.818,3.492,0.008,"wgd",FALSE
"69",69,1,0.276359574468085,NA,47,47,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00668109049343595,NA,43,1,0,"1:0","0250e6f7-2538-4d1f-a8ff-ca34a7057dde","0250e6f7-2538-4d1f-a8ff-ca34a7057dde",NA,NA,NA,NA,NA,NA,NA,0.386,3.189,0.006,"wgd",FALSE
"70",70,1,0.224613766539818,NA,6117,6117,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0090942868304234,NA,59,2,0,"2:1","0250e6f7-2538-4d1f-a8ff-ca34a7057dde","0250e6f7-2538-4d1f-a8ff-ca34a7057dde",NA,NA,NA,NA,NA,NA,NA,0.386,3.189,0.006,"wgd",FALSE
"71",71,1,0.358094643882825,NA,6964,6964,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0189991859779174,NA,47,3,0,"2:0","0250e6f7-2538-4d1f-a8ff-ca34a7057dde","0250e6f7-2538-4d1f-a8ff-ca34a7057dde",NA,NA,NA,NA,NA,NA,NA,0.386,3.189,0.006,"wgd",FALSE
