K_beta,Mean_C1,Mean_C2,N,N_C1,N_C2,N_Tail,pi_C1,pi_C2,pi_Tail,rcc_C1,rcc_C2,rcc_Tail,Scale_Tail,Shape_Tail,tail,Variance_C1,Variance_C2,score,samplename,karyotype,Mean_C3,N_C3,pi_C3,rcc_C3,Variance_C3,Mean_Tail,Variance_Tail
2,0.3648551894921784,0.1060428801100567,104,50,54,0,0.4871008535644585,0.5128991464355415,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.007083256332117566,9.762376136086287e-4,reICL,003819bc-c415-4e76-887c-931d60ed39e7,1:1,NA,NA,NA,NA,NA,NA,NA
3,0.6716455381891732,0.6055049393486911,104,34,59,0,0.26632377330199986,0.6279069959287702,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.003396799225754469,0.0420270275063971,reICL,0040b1b6-b07a-4b6e-90ef-133523eaf412,1:0,0.6000000000000001,11,0.10576923076923002,FALSE,1.232595164407831e-32,NA,NA
1,0.4022605881329398,NA,5747,5747,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.013695853913905105,NA,reICL,0040b1b6-b07a-4b6e-90ef-133523eaf412,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.30800074522589704,NA,6441,6441,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.012269400319270813,NA,reICL,0040b1b6-b07a-4b6e-90ef-133523eaf412,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.4348108050127449,NA,1361,1326,NA,35,0.9581719923730608,NA,0.04182800762693914,TRUE,NA,TRUE,0.086999999,0.7991006331084205,TRUE,0.012766142199562666,NA,reICL,0040b1b6-b07a-4b6e-90ef-133523eaf412,2:0,NA,NA,NA,NA,NA,Inf,Inf
2,0.6877989765546696,0.18154346678682654,241,154,87,0,0.6424807858913869,0.35751921410861304,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.025151552834187164,0.0036036017740258557,reICL,00493087-9d9d-40ca-86d5-936f1b951c93,1:0,NA,NA,NA,NA,NA,NA,NA
2,0.3883911422074211,0.12418528348146274,2283,1810,473,0,0.7400132736873962,0.25998672631260367,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.012494692561568018,0.0016320968926537775,reICL,00493087-9d9d-40ca-86d5-936f1b951c93,1:1,NA,NA,NA,NA,NA,NA,NA
2,0.8532053296893692,0.4609923169116752,497,274,103,120,0.5431983186575722,0.20072531655593323,0.25607636478649465,TRUE,FALSE,FALSE,0.061199999,1.189620693604554,TRUE,0.0028958005040440084,0.009042525846782737,reICL,00508f2b-36bf-44fc-b66b-97e1f3e40bfa,1:0,NA,NA,NA,NA,NA,0.3839495778388479,Inf
2,0.46050384460996424,0.26355474085583713,1633,990,331,312,0.5964462141586875,0.19129069694361175,0.21226308889770076,FALSE,TRUE,FALSE,0.050599999,1.549794095644522,TRUE,0.003215383039076454,0.002499377741565884,reICL,00508f2b-36bf-44fc-b66b-97e1f3e40bfa,1:1,NA,NA,NA,NA,NA,0.14263445226323807,Inf
1,0.39891375350757574,NA,97,82,NA,15,0.8168055226047581,NA,0.18319447739524194,TRUE,NA,TRUE,0.068999999,2.0009160105581048,TRUE,0.006796326603258336,NA,reICL,005794f1-5a87-45b5-9811-83ddf6924568,1:0,NA,NA,NA,NA,NA,0.1379368511156196,10.380810813279183
1,0.2964899900620149,NA,5076,4622,NA,454,0.8936378435538384,NA,0.10636215644616163,TRUE,NA,TRUE,0.050599999,1.2885219671787025,TRUE,0.004258263807555745,NA,reICL,005794f1-5a87-45b5-9811-83ddf6924568,1:1,NA,NA,NA,NA,NA,0.22597658988765248,Inf
2,0.4558202258137806,0.16811524265536396,87,18,69,0,0.21100293696223338,0.7889970630377666,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.004212936695971538,0.0038241565471349645,reICL,005e85a3-3571-462d-8dc9-2babfc7ace21,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.160971431092712,NA,1224,1224,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00511928144692004,NA,reICL,005e85a3-3571-462d-8dc9-2babfc7ace21,1:1,NA,NA,NA,NA,NA,NA,NA
2,0.29100610104630714,0.09417255223426328,738,544,194,0,0.736336433616769,0.2636635663832309,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.0025738242103734246,9.270422682026558e-4,reICL,007aab66-2f07-459d-8952-3041d6ea24a8,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.30291846689813146,NA,134,101,NA,33,0.7353464359052085,NA,0.26465356409479146,TRUE,NA,TRUE,0.066699999,1.872497757816681,TRUE,0.012209301701836074,NA,reICL,008bad10-d41b-4bbb-86fa-9976ecea46b1,1:0,NA,NA,NA,NA,NA,0.14314718571473561,Inf
1,0.1568454548341249,NA,2130,1940,NA,190,0.8721050912313889,NA,0.12789490876861112,TRUE,NA,TRUE,0.050599999,2.160282506866935,TRUE,0.003018003958973317,NA,reICL,008bad10-d41b-4bbb-86fa-9976ecea46b1,1:1,NA,NA,NA,NA,NA,0.09421006697959332,0.02563291219766699
1,0.1357795918367347,NA,49,49,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.005723604073302789,NA,reICL,008bad10-d41b-4bbb-86fa-9976ecea46b1,2:1,NA,NA,NA,NA,NA,NA,NA
2,0.90820682987665,0.7101824426961587,91,74,17,0,0.7454514032622379,0.25454859673776203,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.0015511374713157884,0.02473706303176434,reICL,00b9d0e6-69dc-4345-bffd-ce32880c8eef,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.4651670176130234,NA,3740,3646,NA,94,0.9687342168899196,NA,0.031265783110080436,TRUE,NA,TRUE,0.052599999,0.8163511053616851,TRUE,0.009979813118275949,NA,reICL,00b9d0e6-69dc-4345-bffd-ce32880c8eef,1:1,NA,NA,NA,NA,NA,Inf,Inf
1,0.4811866666666667,NA,60,60,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.01924489615555556,NA,reICL,00b9d0e6-69dc-4345-bffd-ce32880c8eef,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.5808862068965518,NA,29,29,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.05225077498216408,NA,reICL,00b9d0e6-69dc-4345-bffd-ce32880c8eef,2:0,NA,NA,NA,NA,NA,NA,NA
1,0.32997128839095097,NA,351,351,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.024544601324270922,NA,reICL,00bf0350-8c7c-4b9e-8143-13ea2dc1122f,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.2122196447230956,NA,4785,4785,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.007105227417637607,NA,reICL,00bf0350-8c7c-4b9e-8143-13ea2dc1122f,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.1980661435988226,NA,156,156,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.008362085012302376,NA,reICL,00bf0350-8c7c-4b9e-8143-13ea2dc1122f,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.5061313493866424,NA,2201,2201,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.019066021788683454,NA,reICL,00c27940-c623-11e3-bf01-24c6515278c0,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.3200730165221619,NA,12226,12226,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.007213531548188341,NA,reICL,00c27940-c623-11e3-bf01-24c6515278c0,1:1,NA,NA,NA,NA,NA,NA,NA
2,0.4895049177370373,0.241490571121993,2002,839,1163,0,0.41804862366113377,0.5819513763388662,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.005749857798861086,0.004272032560877746,reICL,00c27940-c623-11e3-bf01-24c6515278c0,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.6497511245658688,NA,108,97,NA,11,0.8834459600495328,NA,0.11655403995046718,TRUE,NA,TRUE,0.076899999,0.7764664632979745,TRUE,0.004796633406452857,NA,reICL,00c27940-c623-11e3-bf01-24c6515278c0,2:0,NA,NA,NA,NA,NA,Inf,Inf
1,0.37281034482758624,NA,29,29,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.004263765065398335,NA,reICL,00c27940-c623-11e3-bf01-24c6515278c0,2:2,NA,NA,NA,NA,NA,NA,NA
1,0.23296423243247807,NA,1259,1259,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.009926495628225923,NA,reICL,00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7,2:1,NA,NA,NA,NA,NA,NA,NA
2,0.3970555403955962,0.17974852629483068,265,200,65,0,0.7656669780962955,0.23433302190370445,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00449733839190353,0.004440823084666295,reICL,00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7,2:0,NA,NA,NA,NA,NA,NA,NA
1,0.264582131942132,NA,3629,3265,NA,364,0.8755925290064968,NA,0.12440747099350333,TRUE,NA,TRUE,0.050999999,1.266462506474779,TRUE,0.0045110491087789195,NA,reICL,00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7,2:2,NA,NA,NA,NA,NA,0.24239652857076424,Inf
2,0.5856783303310051,0.16348420429781527,574,316,258,0,0.5535770748928464,0.44642292510715365,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.014164385063147792,0.003703752036211055,reICL,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f,1:0,NA,NA,NA,NA,NA,NA,NA
2,0.3794288517996258,0.12781326480449898,5688,3977,1711,0,0.6979014159381572,0.30209858406184276,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.006594621296469338,0.002256676832768976,reICL,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f,1:1,NA,NA,NA,NA,NA,NA,NA
2,0.5629135106187562,0.24781987962475088,488,80,293,115,0.15556580986840765,0.5701167614787798,0.2743174286528125,FALSE,TRUE,FALSE,0.050499999000000004,1.3226730324228977,TRUE,0.003772191006997307,0.006187927381439191,reICL,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f,2:1,NA,NA,NA,NA,NA,0.20700517273826993,Inf
1,0.30839047619047616,NA,21,21,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.05393548657596373,NA,reICL,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f,2:0,NA,NA,NA,NA,NA,NA,NA
1,0.3121155517247103,NA,122,99,NA,23,0.7841155889350807,NA,0.2158844110649193,TRUE,NA,TRUE,0.052599999,1.8012344007099477,TRUE,0.019847368312859458,NA,reICL,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f,2:2,NA,NA,NA,NA,NA,0.118248701743408,Inf
2,0.34478188976377955,0.3332999999999999,139,127,12,0,0.9136690647482026,0.08633093525179733,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.014012230301940582,1.232595164407831e-32,reICL,01658141-8398-4585-9f0f-8355dd9b0604,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.2571043791853439,NA,1360,1328,NA,32,0.96316770226666,NA,0.036832297733339896,TRUE,NA,TRUE,0.050499999000000004,1.3475274473918188,TRUE,0.00668802226807982,NA,reICL,01658141-8398-4585-9f0f-8355dd9b0604,1:1,NA,NA,NA,NA,NA,0.1958122595969707,Inf
1,0.2544651865259885,NA,5825,5825,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.012991840155554924,NA,reICL,01658141-8398-4585-9f0f-8355dd9b0604,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.36744555860071254,NA,2706,2706,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.024714839644753458,NA,reICL,01658141-8398-4585-9f0f-8355dd9b0604,2:0,NA,NA,NA,NA,NA,NA,NA
1,0.2399327953614477,NA,3859,3859,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.011372596836651433,NA,reICL,01658141-8398-4585-9f0f-8355dd9b0604,2:2,NA,NA,NA,NA,NA,NA,NA
1,0.3283854596622888,NA,1066,1066,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.01520873113004197,NA,reICL,0168a2a6-c3af-4d58-a51c-d33f0fc7876d,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.23196411380936255,NA,6082,5958,NA,124,0.9700750271943321,NA,0.029924972805667877,TRUE,NA,TRUE,0.050499999000000004,1.4413439605864804,TRUE,0.004098248358377982,NA,reICL,0168a2a6-c3af-4d58-a51c-d33f0fc7876d,1:1,NA,NA,NA,NA,NA,0.16492322330988526,Inf
1,0.25101894067668123,NA,303,303,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.011004658880105878,NA,reICL,0168a2a6-c3af-4d58-a51c-d33f0fc7876d,2:1,NA,NA,NA,NA,NA,NA,NA
2,0.6870118485161617,0.1366406545219582,5881,5594,287,0,0.9398542132000627,0.060145786799937255,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.01853790059670551,0.0016736096399944248,reICL,0176cf1d-0760-4769-a493-277f4bb7585e,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.39344590596129275,NA,32433,31858,NA,575,0.977232441391604,NA,0.022767558608395924,TRUE,NA,TRUE,0.051299999,0.9350421827117472,TRUE,0.006197123238593286,NA,reICL,0176cf1d-0760-4769-a493-277f4bb7585e,1:1,NA,NA,NA,NA,NA,Inf,Inf
2,0.5710234567582839,0.27998363633626805,983,421,549,13,0.42825751688933633,0.550952975821541,0.020789507289122603,FALSE,TRUE,FALSE,0.057999999000000003,0.9044718432971344,TRUE,0.003993944063145917,0.0037635559797759657,reICL,0176cf1d-0760-4769-a493-277f4bb7585e,2:1,NA,NA,NA,NA,NA,Inf,Inf
2,0.764333993947745,0.3656488250322504,1363,1118,45,200,0.8146451053338356,0.027018684432914743,0.1583362102332497,FALSE,FALSE,FALSE,0.051299999,1.2768897465639417,TRUE,0.004832082653817428,0.0038857415702762475,reICL,0176cf1d-0760-4769-a493-277f4bb7585e,2:0,NA,NA,NA,NA,NA,0.23657229469388683,Inf
1,0.7536863262849505,NA,150,84,NA,66,0.5392193430049868,NA,0.4607806569950133,TRUE,NA,TRUE,0.073199999,1.2436884401120227,TRUE,0.010692208061490653,NA,reICL,0192d529-7340-45d8-a5f0-249cbb11ca19,1:0,NA,NA,NA,NA,NA,0.37358355008822647,Inf
1,0.3988271575422254,NA,2674,1785,NA,889,0.6342402291826686,NA,0.36575977081733135,TRUE,NA,TRUE,0.050599999,1.139182900216502,TRUE,0.004743036671709983,NA,reICL,0192d529-7340-45d8-a5f0-249cbb11ca19,1:1,NA,NA,NA,NA,NA,0.4141503986632535,Inf
1,0.2586071540033182,NA,1606,1606,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.01430340026382803,NA,reICL,01b0848c-ae36-4ade-a3da-d297b003c99f,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.19326679519435172,NA,2495,2495,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.009040062118656716,NA,reICL,01b0848c-ae36-4ade-a3da-d297b003c99f,1:1,NA,NA,NA,NA,NA,NA,NA
2,0.32232526258300026,0.13269595153839706,10671,2288,8383,0,0.24547742278697923,0.7545225772130207,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.011535402328882081,0.002229997184498474,reICL,01b0848c-ae36-4ade-a3da-d297b003c99f,2:1,NA,NA,NA,NA,NA,NA,NA
2,0.5289449011183599,0.1679455831696325,5484,824,4660,0,0.1526056319319452,0.8473943680680548,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.008545420079856479,0.004418964885741163,reICL,01b0848c-ae36-4ade-a3da-d297b003c99f,2:0,NA,NA,NA,NA,NA,NA,NA
2,0.2978403965393469,0.11245510092015716,8936,2251,6685,0,0.28223653160779305,0.717763468392207,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00877801974171001,0.001306916263457555,reICL,01b0848c-ae36-4ade-a3da-d297b003c99f,2:2,NA,NA,NA,NA,NA,NA,NA
3,0.8383559347852381,0.37315953541874414,795,351,46,0,0.4431570972414207,0.05954809896649655,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.004547448182835132,0.004611185382944514,reICL,01c8e465-2b4e-4519-bdef-c3ac06b43eeb,1:0,0.14996713776105572,398,0.49729480379208274,TRUE,0.002594725403434429,NA,NA
2,0.442824592551781,0.10646668875684788,3179,1624,1555,0,0.5107545163644249,0.4892454836355751,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.007182897009211688,0.0017575753124497242,reICL,01c8e465-2b4e-4519-bdef-c3ac06b43eeb,1:1,NA,NA,NA,NA,NA,NA,NA
2,0.5999821048746108,0.32162318403593276,70,20,17,33,0.284159791356168,0.2420346794092481,0.4738055292345839,FALSE,TRUE,FALSE,0.050499999000000004,2.310152585498854,TRUE,0.0020418165261006215,0.0013126749005631512,reICL,01c8e465-2b4e-4519-bdef-c3ac06b43eeb,2:1,NA,NA,NA,NA,NA,0.08904512691788417,0.011066345947087908
1,0.5390396195952338,NA,455,422,NA,33,0.9018464105754308,NA,0.09815358942456924,TRUE,NA,TRUE,0.083299999,1.3471954394054018,TRUE,0.019847650961253453,NA,reICL,01dc6872-c623-11e3-bf01-24c6515278c0,1:0,NA,NA,NA,NA,NA,0.3232225024253258,Inf
1,0.2887829023032321,NA,8314,7937,NA,377,0.9402118759875956,NA,0.05978812401240437,TRUE,NA,TRUE,0.054499999,1.2509959197588427,TRUE,0.006555113636959361,NA,reICL,01dc6872-c623-11e3-bf01-24c6515278c0,1:1,NA,NA,NA,NA,NA,0.2716349988532394,Inf
2,0.47345679482722647,0.2222466541806484,461,169,249,43,0.3762223532926909,0.5080100007261703,0.11576764598113883,TRUE,TRUE,FALSE,0.051899999,1.4345561341771684,TRUE,0.0030808082888716917,0.004383656474887123,reICL,01dc6872-c623-11e3-bf01-24c6515278c0,2:1,NA,NA,NA,NA,NA,0.1713322079096098,Inf
2,0.3915479176086056,0.11920064069319378,215,108,107,0,0.5050334159522217,0.4949665840477783,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.008395086791038463,0.001433429137642681,reICL,02078f77-2b35-4fa3-ab02-2c017181295e,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.7286345097258398,NA,72,38,NA,34,0.4931799597065932,NA,0.5068200402934068,TRUE,NA,TRUE,0.142899999,1.3982970640271744,TRUE,0.006460922150567214,NA,reICL,020fab36-c7de-4933-b2bf-dc7b019a1326,1:0,NA,NA,NA,NA,NA,0.5016774340007523,Inf
1,0.369796875,NA,32,32,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.02329593280273437,NA,reICL,020fab36-c7de-4933-b2bf-dc7b019a1326,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.2777702361122602,NA,2349,2349,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.026704954978130333,NA,reICL,020fab36-c7de-4933-b2bf-dc7b019a1326,2:1,NA,NA,NA,NA,NA,NA,NA
2,0.5689927049933934,0.17280455145826412,1284,548,736,0,0.47404463688436255,0.5259553631156374,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.0543552063234301,0.0035616045610695093,reICL,020fab36-c7de-4933-b2bf-dc7b019a1326,2:0,NA,NA,NA,NA,NA,NA,NA
2,0.44248350695529304,0.1582302380827987,1095,424,642,29,0.38016704972626364,0.5262431763849659,0.09358977388877052,TRUE,TRUE,FALSE,0.050999999,1.4157216918068807,TRUE,0.006833400731036873,0.004950557948991743,reICL,020fab36-c7de-4933-b2bf-dc7b019a1326,2:2,NA,NA,NA,NA,NA,0.17367822341098774,Inf
1,0.2763595744680851,NA,47,47,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0066810904934359455,NA,reICL,0250e6f7-2538-4d1f-a8ff-ca34a7057dde,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.22461376653981768,NA,6117,6117,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.009094286830423402,NA,reICL,0250e6f7-2538-4d1f-a8ff-ca34a7057dde,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.3580946438828254,NA,6964,6964,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.018999185977917436,NA,reICL,0250e6f7-2538-4d1f-a8ff-ca34a7057dde,2:0,NA,NA,NA,NA,NA,NA,NA
1,0.2574148335281581,NA,10227,9510,NA,717,0.9093104092016374,NA,0.0906895907983626,TRUE,NA,TRUE,0.050599999,1.2109484457446127,TRUE,0.004150775198235898,NA,reICL,0250e6f7-2538-4d1f-a8ff-ca34a7057dde,2:2,NA,NA,NA,NA,NA,0.2904690287119302,Inf
1,0.15603749999999994,NA,72,72,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0031455476215277787,NA,reICL,02706819-bcab-4c49-a569-a4a8c60db1c0,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.39570490566037714,NA,1060,1060,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.020993711315557086,NA,reICL,02917220-6a7a-46a1-8656-907e96bef88e,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.22686104477612037,NA,19430,19430,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0053692471911884814,NA,reICL,02917220-6a7a-46a1-8656-907e96bef88e,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.24221818202454468,NA,2159,2159,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0065633362229922405,NA,reICL,02917220-6a7a-46a1-8656-907e96bef88e,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.36493396226415087,NA,265,265,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.022692286469206135,NA,reICL,02917220-6a7a-46a1-8656-907e96bef88e,2:0,NA,NA,NA,NA,NA,NA,NA
1,0.22966035714285718,NA,280,280,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.014550375535586742,NA,reICL,0292a46f-a282-4b7f-a7d6-ac55cc7324fb,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.37034724394050944,NA,255,255,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.018586175598121698,NA,reICL,02c6a893-49c5-49d1-8eb1-195021e70d52,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.24403520365752315,NA,2406,2406,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.005939607626039141,NA,reICL,02c6a893-49c5-49d1-8eb1-195021e70d52,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.2510479310344826,NA,290,290,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.013013934909512496,NA,reICL,02c6a893-49c5-49d1-8eb1-195021e70d52,2:1,NA,NA,NA,NA,NA,NA,NA
1,0.2100592738091679,NA,436,398,NA,38,0.8759517706896459,NA,0.12404822931035407,TRUE,NA,TRUE,0.051899999,1.5432091022345826,TRUE,0.00623387100363856,NA,reICL,02c97e2b-914e-4afc-bf50-78f0cfbfa67b,1:0,NA,NA,NA,NA,NA,0.14744331516775303,Inf
1,0.14186613900353032,NA,2902,2704,NA,198,0.8991696497926563,NA,0.10083035020734368,TRUE,NA,TRUE,0.050399999,2.4901624689285367,TRUE,0.0017203755668055481,NA,reICL,02c97e2b-914e-4afc-bf50-78f0cfbfa67b,1:1,NA,NA,NA,NA,NA,0.08422181376912302,0.005811409002907883
1,0.16881006163212386,NA,87,87,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.006241683121796463,NA,reICL,02c97e2b-914e-4afc-bf50-78f0cfbfa67b,2:1,NA,NA,NA,NA,NA,NA,NA
2,0.3586188935625323,0.1368336295542416,47,23,24,0,0.4957059865698247,0.5042940134301753,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.0025048892668636386,0.0020107010507685583,reICL,02c97e2b-914e-4afc-bf50-78f0cfbfa67b,2:2,NA,NA,NA,NA,NA,NA,NA
2,0.5948078021964055,0.16348394219707363,662,330,332,0,0.4997265938930326,0.5002734061069675,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.012216107356700562,0.004260442201333264,reICL,02e5c36f-5bec-45e2-a048-875653b85ca1,1:0,NA,NA,NA,NA,NA,NA,NA
1,0.3801951521999266,NA,3702,2946,NA,756,0.7726685078246369,NA,0.22733149217536297,TRUE,NA,TRUE,0.050599999,1.2667907628124115,TRUE,0.005660578416676707,NA,reICL,02e5c36f-5bec-45e2-a048-875653b85ca1,1:1,NA,NA,NA,NA,NA,0.240261734161267,Inf
2,0.5793731525232801,0.23495335103941062,580,169,328,83,0.2887628330035574,0.5458594469633484,0.16537772003309412,TRUE,FALSE,FALSE,0.050599999,1.8881895954961614,TRUE,0.00563028065047457,0.006008318694521995,reICL,02e5c36f-5bec-45e2-a048-875653b85ca1,2:1,NA,NA,NA,NA,NA,0.10756981631894054,Inf
1,0.5308755691756782,NA,1831,1573,NA,258,0.8347520347193412,NA,0.1652479652806588,TRUE,NA,TRUE,0.058799999,1.0327339377969142,TRUE,0.02413983902174185,NA,reICL,030695f6-c623-11e3-bf01-24c6515278c0,1:0,NA,NA,NA,NA,NA,1.855100809638888,Inf
1,0.33181555623747155,NA,9798,8879,NA,919,0.8812559216371155,NA,0.11874407836288449,TRUE,NA,TRUE,0.050599999,1.2154148427400369,TRUE,0.012742438236990384,NA,reICL,030695f6-c623-11e3-bf01-24c6515278c0,1:1,NA,NA,NA,NA,NA,0.28549560023331055,Inf
1,0.3348484412001451,NA,624,548,NA,76,0.8558633602821084,NA,0.14413663971789162,TRUE,NA,TRUE,0.052599999,1.3636827738915704,TRUE,0.01956024468531079,NA,reICL,030695f6-c623-11e3-bf01-24c6515278c0,2:1,NA,NA,NA,NA,NA,0.19723153718685493,Inf
1,0.5766772117315131,NA,198,127,NA,71,0.6262114336033504,NA,0.3737885663966496,TRUE,NA,TRUE,0.061199999,1.193044789832079,TRUE,0.03704591545658873,NA,reICL,030695f6-c623-11e3-bf01-24c6515278c0,2:0,NA,NA,NA,NA,NA,0.37822486692435636,Inf
2,0.6325792060735109,0.2534166856700546,107,17,90,0,0.20354289662467379,0.7964571033753262,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.052163324523010327,0.009439014082439303,reICL,031962d6-fc7d-4c6c-9d47-ffa45997b249,1:0,NA,NA,NA,NA,NA,NA,NA
2,0.3611399329592812,0.1534633454559294,459,148,311,0,0.3720783273517489,0.6279216726482512,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.020990326209673876,0.00197876135625374,reICL,031962d6-fc7d-4c6c-9d47-ffa45997b249,1:1,NA,NA,NA,NA,NA,NA,NA
1,0.17675989454480603,NA,60,19,NA,41,0.33789944519815457,NA,0.6621005548018455,TRUE,NA,TRUE,0.065899999,1.3802185746156874,TRUE,0.004524590718232402,NA,reICL,031962d6-fc7d-4c6c-9d47-ffa45997b249,2:1,NA,NA,NA,NA,NA,0.23922135518731827,Inf
2,0.872920292468675,0.3780962634802283,244,187,57,0,0.7799349552223332,0.22006504477766675,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.004119695293600469,0.026588469936102803,reICL,0332b017-17d5-4083-8fc4-9d6f8fdbbbde,1:0,NA,NA,NA,NA,NA,NA,NA
